,Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,avgmpg
285,Mercury,Sable GS,Wagon,USA,Front,"$22,595","$20,748",3.0,6.0,155,19,26,3488,109,198,22.5
286,Mitsubishi,Endeavor XLS,SUV,Asia,All,"$30,492","$28,330",3.8,6.0,215,17,21,4134,109,190,19.0
287,Mitsubishi,Montero XLS,SUV,Asia,All,"$33,112","$30,763",3.8,6.0,215,15,19,4718,110,190,17.0
288,Mitsubishi,Outlander LS,SUV,Asia,Front,"$18,892","$17,569",2.4,4.0,160,21,27,3240,103,179,24.0
289,Mitsubishi,Lancer ES 4dr,Sedan,Asia,Front,"$14,622","$13,751",2.0,4.0,120,25,31,2656,102,181,28.0
290,Mitsubishi,Lancer LS 4dr,Sedan,Asia,Front,"$16,722","$15,718",2.0,4.0,120,25,31,2795,102,181,28.0
291,Mitsubishi,Galant ES 2.4L 4dr,Sedan,Asia,Front,"$19,312","$17,957",2.4,4.0,160,23,30,3351,108,191,26.5
292,Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,Asia,Front,"$17,232","$16,196",2.0,4.0,120,25,31,2744,102,181,28.0
293,Mitsubishi,Diamante LS 4dr,Sedan,Asia,Front,"$29,282","$27,250",3.5,6.0,205,18,25,3549,107,194,21.5
294,Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front,"$25,700","$23,883",3.8,6.0,230,18,26,3649,108,191,22.0
295,Mitsubishi,Eclipse GTS 2dr,Sports,Asia,Front,"$25,092","$23,456",3.0,6.0,210,21,28,3241,101,177,24.5
296,Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,Asia,Front,"$26,992","$25,218",3.0,6.0,210,21,28,3296,101,177,24.5
297,Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front,"$29,562","$27,466",2.0,4.0,271,18,26,3263,103,179,22.0
298,Mitsubishi,Lancer Sportback LS,Wagon,Asia,Front,"$17,495","$16,295",2.4,4.0,160,25,31,3020,102,181,28.0
299,Nissan,Pathfinder Armada SE,SUV,Asia,Front,"$33,840","$30,815",5.6,8.0,305,13,19,5013,123,207,16.0
300,Nissan,Pathfinder SE,SUV,Asia,Front,"$27,339","$25,972",3.5,6.0,240,16,21,3871,106,183,18.5
301,Nissan,Xterra XE V6,SUV,Asia,Front,"$20,939","$19,512",3.3,6.0,180,17,20,3760,104,178,18.5
302,Nissan,Sentra 1.8 4dr,Sedan,Asia,Front,"$12,740","$12,205",1.8,4.0,126,28,35,2513,100,178,31.5
303,Nissan,Sentra 1.8 S 4dr,Sedan,Asia,Front,"$14,740","$13,747",1.8,4.0,126,28,35,2581,100,178,31.5
304,Nissan,Altima S 4dr,Sedan,Asia,Front,"$19,240","$18,030",2.5,4.0,175,21,26,3039,110,192,23.5
305,Nissan,Sentra SE-R 4dr,Sedan,Asia,Front,"$17,640","$16,444",2.5,4.0,165,23,28,2761,100,178,25.5
306,Nissan,Altima SE 4dr,Sedan,Asia,Front,"$23,290","$21,580",3.5,6.0,245,21,26,3197,110,192,23.5
307,Nissan,Maxima SE 4dr,Sedan,Asia,Front,"$27,490","$25,182",3.5,6.0,265,20,28,3473,111,194,24.0
308,Nissan,Maxima SL 4dr,Sedan,Asia,Front,"$29,440","$26,966",3.5,6.0,265,20,28,3476,111,194,24.0
309,Nissan,Quest S,Sedan,Asia,Front,"$24,780","$22,958",3.5,6.0,240,19,26,4012,124,204,22.5
310,Nissan,Quest SE,Sedan,Asia,Front,"$32,780","$30,019",3.5,6.0,240,18,25,4175,124,204,21.5
311,Nissan,350Z coupe 2dr,Sports,Asia,Rear,"$26,910","$25,203",3.5,6.0,287,20,26,3188,104,169,23.0
312,Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,"$34,390","$31,845",3.5,6.0,287,20,26,3428,104,169,23.0
313,Nissan,Frontier King Cab XE V6,Truck,Asia,All,"$19,479","$18,253",3.3,6.0,180,17,20,3932,116,191,18.5
314,Nissan,Titan King Cab XE,Truck,Asia,All,"$26,650","$24,926",5.6,8.0,305,14,18,5287,140,224,16.0
315,Nissan,Murano SL,Wagon,Asia,Rear,"$28,739","$27,300",3.5,6.0,245,20,25,3801,111,188,22.5
316,Oldsmobile,Alero GX 2dr,Sedan,USA,Front,"$18,825","$17,642",2.2,4.0,140,24,32,2946,107,187,28.0
317,Oldsmobile,Alero GLS 2dr,Sedan,USA,Front,"$23,675","$21,485",3.4,6.0,170,20,29,3085,107,187,24.5
318,Oldsmobile,Silhouette GL,Sedan,USA,Front,"$28,790","$26,120",3.4,6.0,185,19,26,3948,120,201,22.5
319,Pontiac,Aztekt,SUV,USA,Front,"$21,595","$19,810",3.4,6.0,185,19,26,3779,108,182,22.5
320,Pontiac,Sunfire 1SA 2dr,Sedan,USA,Front,"$15,495","$14,375",2.2,4.0,140,24,33,2771,104,182,28.5
321,Pontiac,Grand Am GT 2dr,Sedan,USA,Front,"$22,450","$20,595",3.4,6.0,175,20,29,3118,107,186,24.5
322,Pontiac,Grand Prix GT1 4dr,Sedan,USA,Front,"$22,395","$20,545",3.8,6.0,200,20,30,3477,111,198,25.0
323,Pontiac,Sunfire 1SC 2dr,Sedan,USA,Front,"$17,735","$16,369",2.2,4.0,140,24,33,2771,104,182,28.5
324,Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front,"$24,295","$22,284",3.8,6.0,200,20,30,3484,111,198,25.0
325,Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,"$35,995","$32,997",4.6,8.0,275,17,20,3790,112,203,18.5
326,Pontiac,Montana,Sedan,USA,Front,"$23,845","$21,644",3.4,6.0,185,19,26,3803,112,187,22.5
327,Pontiac,Montana EWB,Sedan,USA,All,"$31,370","$28,454",3.4,6.0,185,18,24,4431,121,201,21.0
328,Pontiac,GTO 2dr,Sports,USA,Rear,"$33,500","$30,710",5.7,8.0,340,16,20,3725,110,190,18.0
329,Pontiac,Vibe,Wagon,USA,Rear,"$17,045","$15,973",1.8,4.0,130,29,36,2701,102,172,32.5
330,Porsche,Cayenne S,SUV,Europe,All,"$56,665","$49,865",4.5,8.0,340,14,18,4950,112,188,16.0
331,Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,"$79,165","$69,229",3.6,6.0,315,18,26,3135,93,175,22.0
332,Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,"$84,165","$72,206",3.6,6.0,315,17,24,3240,93,175,20.5
333,Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,"$76,765","$67,128",3.6,6.0,315,18,26,3119,93,175,22.0
334,Porsche,911 GT2 2dr,Sports,Europe,Rear,"$192,465","$173,560",3.6,6.0,477,17,24,3131,93,175,20.5
335,Porsche,Boxster convertible 2dr,Sports,Europe,Rear,"$43,365","$37,886",2.7,6.0,228,20,29,2811,95,170,24.5
336,Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,"$52,365","$45,766",3.2,6.0,258,18,26,2911,95,170,22.0
337,Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,"$30,860","$29,269",2.0,4.0,210,20,28,3175,105,183,24.0
338,Saab,9-3 Aero 4dr,Sedan,Europe,Front,"$33,360","$31,562",2.0,4.0,210,20,28,3175,105,183,24.0
339,Saab,9-5 Arc 4dr,Sedan,Europe,Front,"$35,105","$33,011",2.3,4.0,220,21,29,3470,106,190,25.0
340,Saab,9-5 Aero 4dr,Sedan,Europe,Front,"$39,465","$37,721",2.3,4.0,250,21,29,3470,106,190,25.0
341,Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,"$40,670","$38,520",2.0,4.0,210,21,29,3480,105,182,25.0
342,Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,"$43,175","$40,883",2.0,4.0,210,21,30,3700,105,182,25.5
343,Saab,9-5 Aero,Wagon,Europe,Front,"$40,845","$38,376",2.3,4.0,250,19,29,3620,106,190,24.0
344,Saturn,VUE,SUV,USA,All,"$20,585","$19,238",2.2,4.0,143,21,26,3381,107,181,23.5
345,Saturn,Ion1 4dr,Sedan,USA,Front,"$10,995","$10,319",2.2,4.0,140,26,35,2692,103,185,30.5
346,Saturn,lon2 4dr,Sedan,USA,Front,"$14,300","$13,393",2.2,4.0,140,26,35,2692,103,185,30.5
347,Saturn,lon3 4dr,Sedan,USA,Front,"$15,825","$14,811",2.2,4.0,140,26,35,2692,103,185,30.5
348,Saturn,lon2 quad coupe 2dr,Sedan,USA,Front,"$14,850","$13,904",2.2,4.0,140,26,35,2751,103,185,30.5
349,Saturn,lon3 quad coupe 2dr,Sedan,USA,Front,"$16,350","$15,299",2.2,4.0,140,26,35,2751,103,185,30.5
350,Saturn,L300-2 4dr,Sedan,USA,Front,"$21,410","$19,801",3.0,6.0,182,20,28,3197,107,190,24.0
351,Saturn,L300 2,Wagon,USA,Front,"$23,560","$21,779",2.2,4.0,140,24,34,3109,107,190,29.0
352,Scion,xA 4dr hatch,Sedan,Asia,Front,"$12,965","$12,340",1.5,4.0,108,32,38,2340,93,154,35.0
353,Scion,xB,Wagon,Asia,Front,"$14,165","$13,480",1.5,4.0,108,31,35,2425,98,155,33.0
354,Subaru,Impreza 2.5 RS 4dr,Sedan,Asia,All,"$19,945","$18,399",2.5,4.0,165,22,28,2965,99,174,25.0
355,Subaru,Legacy L 4dr,Sedan,Asia,All,"$20,445","$18,713",2.5,4.0,165,21,28,3285,104,184,24.5
356,Subaru,Legacy GT 4dr,Sedan,Asia,All,"$25,645","$23,336",2.5,4.0,165,21,28,3395,104,184,24.5
357,Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All,"$27,145","$24,687",2.5,4.0,165,20,27,3495,104,184,23.5
358,Subaru,Outback H6 4dr,Sedan,Asia,All,"$29,345","$26,660",3.0,6.0,212,19,26,3610,104,184,22.5
359,Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,"$31,545","$28,603",3.0,6.0,212,19,26,3630,104,184,22.5
360,Subaru,Impreza WRX 4dr,Sports,Asia,All,"$25,045","$23,022",2.0,4.0,227,20,27,3085,99,174,23.5
361,Subaru,Impreza WRX STi 4dr,Sports,Asia,All,"$31,545","$29,130",2.5,4.0,300,18,24,3263,100,174,21.0
362,Subaru,Baja,Truck,Asia,All,"$24,520","$22,304",2.5,4.0,165,21,28,3485,104,193,24.5
363,Subaru,Forester X,Wagon,Asia,All,"$21,445","$19,646",2.5,4.0,165,21,28,3090,99,175,24.5
364,Subaru,Outback,Wagon,Asia,All,"$23,895","$21,773",2.5,4.0,165,21,28,3430,104,187,24.5
365,Suzuki,XL-7 EX,SUV,Asia,Front,"$23,699","$22,307",2.7,6.0,185,18,22,3682,110,187,20.0
366,Suzuki,Vitara LX,SUV,Asia,All,"$17,163","$16,949",2.5,6.0,165,19,22,3020,98,163,20.5
367,Suzuki,Aeno S 4dr,Sedan,Asia,Front,"$12,884","$12,719",2.3,4.0,155,25,31,2676,98,171,28.0
368,Suzuki,Aerio LX 4dr,Sedan,Asia,Front,"$14,500","$14,317",2.3,4.0,155,25,31,2676,98,171,28.0
369,Suzuki,Forenza S 4dr,Sedan,Asia,Front,"$12,269","$12,116",2.0,4.0,119,24,31,2701,102,177,27.5
370,Suzuki,Forenza EX 4dr,Sedan,Asia,Front,"$15,568","$15,378",2.0,4.0,119,22,30,2756,102,177,26.0
371,Suzuki,Verona LX 4dr,Sedan,Asia,Front,"$17,262","$17,053",2.5,6.0,155,20,27,3380,106,188,23.5
372,Suzuki,Aerio SX,Wagon,Asia,All,"$16,497","$16,291",2.3,4.0,155,24,29,2932,98,167,26.5
373,Toyota,Prius 4dr (gas/electric),Hybrid,Asia,Front,"$20,510","$18,926",1.5,4.0,110,59,51,2890,106,175,55.0
374,Toyota,Sequoia SR5,SUV,Asia,All,"$35,695","$31,827",4.7,8.0,240,14,17,5270,118,204,15.5
375,Toyota,4Runner SR5 V6,SUV,Asia,Front,"$27,710","$24,801",4.0,6.0,245,18,21,4035,110,189,19.5
376,Toyota,Highlander V6,SUV,Asia,All,"$27,930","$24,915",3.3,6.0,230,18,24,3935,107,185,21.0
377,Toyota,Land Cruiser,SUV,Asia,All,"$54,765","$47,986",4.7,8.0,325,13,17,5390,112,193,15.0
378,Toyota,RAV4,SUV,Asia,All,"$20,290","$18,553",2.4,4.0,161,22,27,3119,98,167,24.5
379,Toyota,Corolla CE 4dr,Sedan,Asia,Front,"$14,085","$13,065",1.8,4.0,130,32,40,2502,102,178,36.0
380,Toyota,Corolla S 4dr,Sedan,Asia,Front,"$15,030","$13,650",1.8,4.0,130,32,40,2524,102,178,36.0
381,Toyota,Corolla LE 4dr,Sedan,Asia,Front,"$15,295","$13,889",1.8,4.0,130,32,40,2524,102,178,36.0
382,Toyota,Echo 2dr manual,Sedan,Asia,Front,"$10,760","$10,144",1.5,4.0,108,35,43,2035,93,163,39.0
383,Toyota,Echo 2dr auto,Sedan,Asia,Front,"$11,560","$10,896",1.5,4.0,108,33,39,2085,93,163,36.0
384,Toyota,Echo 4dr,Sedan,Asia,Front,"$11,290","$10,642",1.5,4.0,108,35,43,2055,93,163,39.0
385,Toyota,Camry LE 4dr,Sedan,Asia,Front,"$19,560","$17,558",2.4,4.0,157,24,33,3086,107,189,28.5
386,Toyota,Camry LE V6 4dr,Sedan,Asia,Front,"$22,775","$20,325",3.0,6.0,210,21,29,3296,107,189,25.0
387,Toyota,Camry Solara SE 2dr,Sedan,Asia,Front,"$19,635","$17,722",2.4,4.0,157,24,33,3175,107,193,28.5
388,Toyota,Camry Solara SE V6 2dr,Sedan,Asia,Front,"$21,965","$19,819",3.3,6.0,225,20,29,3417,107,193,24.5
389,Toyota,Avalon XL 4dr,Sedan,Asia,Front,"$26,560","$23,693",3.0,6.0,210,21,29,3417,107,192,25.0
390,Toyota,Camry XLE V6 4dr,Sedan,Asia,Front,"$25,920","$23,125",3.0,6.0,210,21,29,3362,107,189,25.0
391,Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front,"$26,510","$23,908",3.3,6.0,225,20,29,3439,107,193,24.5
392,Toyota,Avalon XLS 4dr,Sedan,Asia,Front,"$30,920","$27,271",3.0,6.0,210,21,29,3439,107,192,25.0
393,Toyota,Sienna CE,Sedan,Asia,Front,"$23,495","$21,198",3.3,6.0,230,19,27,4120,119,200,23.0
394,Toyota,Sienna XLE Limited,Sedan,Asia,Front,"$28,800","$25,690",3.3,6.0,230,19,27,4165,119,200,23.0
395,Toyota,Celica GT-S 2dr,Sports,Asia,Front,"$22,570","$20,363",1.8,4.0,180,24,33,2500,102,171,28.5
396,Toyota,MR2 Spyder convertible 2dr,Sports,Asia,Rear,"$25,130","$22,787",1.8,4.0,138,26,32,2195,97,153,29.0
397,Toyota,Tacoma,Truck,Asia,Rear,"$12,800","$11,879",2.4,4.0,142,22,27,2750,103,191,24.5
398,Toyota,Tundra Regular Cab V6,Truck,Asia,Rear,"$16,495","$14,978",3.4,6.0,190,16,18,3925,128,218,17.0
399,Toyota,Tundra Access Cab V6 SR5,Truck,Asia,All,"$25,935","$23,520",3.4,6.0,190,14,17,4435,128,218,15.5
400,Toyota,Matrix XR,Wagon,Asia,Front,"$16,695","$15,156",1.8,4.0,130,29,36,2679,102,171,32.5
401,Volkswagen,Touareg V6,SUV,Europe,All,"$35,515","$32,243",3.2,6.0,220,15,20,5086,112,187,17.5
402,Volkswagen,Golf GLS 4dr,Sedan,Europe,Front,"$18,715","$17,478",2.0,4.0,115,24,31,2897,99,165,27.5
403,Volkswagen,GTI 1.8T 2dr hatch,Sedan,Europe,Front,"$19,825","$18,109",1.8,4.0,180,24,31,2934,99,168,27.5
404,Volkswagen,Jetta GLS TDI 4dr,Sedan,Europe,Front,"$21,055","$19,638",1.9,4.0,100,38,46,3003,99,172,42.0
405,Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,Europe,Front,"$21,055","$19,638",1.8,4.0,150,24,31,2820,99,161,27.5
406,Volkswagen,Jetta GLI VR6 4dr,Sedan,Europe,Front,"$23,785","$21,686",2.8,6.0,200,21,30,3179,99,172,25.5
407,Volkswagen,New Beetle GLS convertible 2dr,Sedan,Europe,Front,"$23,215","$21,689",2.0,4.0,115,24,30,3082,99,161,27.0
408,Volkswagen,Passat GLS 4dr,Sedan,Europe,Front,"$23,955","$21,898",1.8,4.0,170,22,31,3241,106,185,26.5
409,Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,Europe,Front,"$33,180","$30,583",2.8,6.0,190,19,26,3721,106,185,22.5
410,Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front,"$39,235","$36,052",4.0,8.0,270,18,25,3953,106,185,21.5
411,Volkswagen,Phaeton 4dr,Sedan,Europe,Front,"$65,000","$59,912",4.2,8.0,335,16,22,5194,118,204,19.0
412,Volkswagen,Phaeton W12 4dr,Sedan,Europe,Front,"$75,000","$69,130",6.0,12.0,420,12,19,5399,118,204,15.5
413,Volkswagen,Jetta GL,Wagon,Europe,Front,"$19,005","$17,427",2.0,4.0,115,24,30,3034,99,174,27.0
414,Volkswagen,Passat GLS 1.8T,Wagon,Europe,Front,"$24,955","$22,801",1.8,4.0,170,22,31,3338,106,184,26.5
415,Volkswagen,Passat W8,Wagon,Europe,Front,"$40,235","$36,956",4.0,8.0,270,18,25,4067,106,184,21.5
416,Volvo,XC90 T6,SUV,Europe,All,"$41,250","$38,851",2.9,6.0,268,15,20,4638,113,189,17.5
417,Volvo,S40 4dr,Sedan,Europe,Front,"$25,135","$23,701",1.9,4.0,170,22,29,2767,101,178,25.5
418,Volvo,S60 2.5 4dr,Sedan,Europe,All,"$31,745","$29,916",2.5,5.0,208,20,27,3903,107,180,23.5
419,Volvo,S60 T5 4dr,Sedan,Europe,Front,"$34,845","$32,902",2.3,5.0,247,20,28,3766,107,180,24.0
420,Volvo,S60 R 4dr,Sedan,Europe,All,"$37,560","$35,382",2.5,5.0,300,18,25,3571,107,181,21.5
421,Volvo,S80 2.9 4dr,Sedan,Europe,Front,"$37,730","$35,542",2.9,6.0,208,20,28,3576,110,190,24.0
422,Volvo,S80 2.5T 4dr,Sedan,Europe,All,"$37,885","$35,688",2.5,5.0,194,20,27,3691,110,190,23.5
423,Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front,"$40,565","$38,203",2.4,5.0,197,21,28,3450,105,186,24.5
424,Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,"$42,565","$40,083",2.3,5.0,242,20,26,3450,105,186,23.0
425,Volvo,S80 T6 4dr,Sedan,Europe,Front,"$45,210","$42,573",2.9,6.0,268,19,26,3653,110,190,22.5
426,Volvo,V40,Wagon,Europe,Front,"$26,135","$24,641",1.9,4.0,170,22,29,2822,101,180,25.5
427,Volvo,XC70,Wagon,Europe,All,"$35,145","$33,112",2.5,5.0,208,20,27,3823,109,186,23.5
